t test_mse train_mse W_norm a_norm y_norm_sq score_W_resc score_a_resc log_P time
13 3.5819e-01 3.1160e-01 2.9483e+00 2.4183e+00 4.6133e-01 6.0532e-03 -5.3662e+00 -3.9490e+01 5.1837e+00
14 3.5896e-01 3.1142e-01 2.9430e+00 2.5152e+00 4.6642e-01 1.1288e-02 -4.9310e+00 -3.6956e+01 5.1907e+00
15 3.5944e-01 3.1125e-01 2.9380e+00 2.6091e+00 4.6940e-01 1.0601e-02 -4.7804e+00 -3.4766e+01 5.1984e+00
16 3.6039e-01 3.1155e-01 2.9329e+00 2.7038e+00 4.7242e-01 -3.0645e-03 -4.7993e+00 -3.2771e+01 5.2055e+00
17 3.6139e-01 3.1173e-01 2.9282e+00 2.7979e+00 4.7506e-01 -2.3292e-02 -4.2066e+00 -3.0970e+01 5.2127e+00
18 3.6220e-01 3.1209e-01 2.9241e+00 2.8907e+00 4.7665e-01 -4.2763e-02 -3.9079e+00 -2.9319e+01 5.2219e+00
19 3.6375e-01 3.1282e-01 2.9203e+00 2.9845e+00 4.7934e-01 2.0195e-02 -3.8401e+00 -2.7843e+01 5.2289e+00
20 3.6332e-01 3.1223e-01 2.9164e+00 3.0699e+00 4.7887e-01 -8.0906e-03 -3.4529e+00 -2.6528e+01 5.2364e+00
21 3.6400e-01 3.1240e-01 2.9128e+00 3.1590e+00 4.7925e-01 2.7371e-03 -3.6984e+00 -2.5315e+01 5.2434e+00
22 3.6511e-01 3.1314e-01 2.9098e+00 3.2485e+00 4.7978e-01 -6.2011e-03 -3.4342e+00 -2.4211e+01 5.2499e+00
23 3.6649e-01 3.1428e-01 2.9062e+00 3.3436e+00 4.8099e-01 3.4116e-03 -2.9993e+00 -2.3132e+01 5.2563e+00
24 3.6679e-01 3.1468e-01 2.9028e+00 3.4343e+00 4.8016e-01 -2.1863e-02 -3.1205e+00 -2.2183e+01 5.2633e+00
25 3.6763e-01 3.1530e-01 2.8998e+00 3.5223e+00 4.8082e-01 -7.5935e-03 -3.0087e+00 -2.1288e+01 5.2711e+00
26 3.6805e-01 3.1579e-01 2.8971e+00 3.6108e+00 4.8081e-01 -2.3909e-02 -3.0135e+00 -2.0471e+01 5.2777e+00
27 3.6904e-01 3.1672e-01 2.8944e+00 3.7001e+00 4.8206e-01 8.5029e-03 -2.9757e+00 -1.9690e+01 5.2846e+00
28 3.7044e-01 3.1742e-01 2.8917e+00 3.7879e+00 4.8169e-01 -7.6300e-04 -2.5404e+00 -1.8972e+01 5.2909e+00
29 3.7099e-01 3.1760e-01 2.8894e+00 3.8689e+00 4.8082e-01 -3.3119e-02 -2.5957e+00 -1.8342e+01 5.2967e+00
30 3.7291e-01 3.1885e-01 2.8874e+00 3.9570e+00 4.8166e-01 -2.0814e-02 -1.9881e+00 -1.7697e+01 5.3029e+00
31 3.7402e-01 3.1960e-01 2.8851e+00 4.0371e+00 4.8140e-01 -2.0819e-02 -2.2514e+00 -1.7187e+01 5.3092e+00
32 3.7519e-01 3.2053e-01 2.8831e+00 4.1236e+00 4.8094e-01 3.4205e-02 -2.3876e+00 -1.6647e+01 5.3158e+00
33 3.7643e-01 3.2138e-01 2.8812e+00 4.2079e+00 4.8055e-01 8.0390e-03 -1.9328e+00 -1.6146e+01 5.3234e+00
34 3.7781e-01 3.2227e-01 2.8797e+00 4.2917e+00 4.8007e-01 1.6796e-02 -2.1311e+00 -1.5698e+01 5.3300e+00
35 3.7836e-01 3.2259e-01 2.8776e+00 4.3722e+00 4.7935e-01 4.0592e-02 -1.8675e+00 -1.5207e+01 5.3357e+00
36 3.8015e-01 3.2396e-01 2.8758e+00 4.4597e+00 4.7999e-01 2.7250e-02 -1.8669e+00 -1.4801e+01 5.3419e+00
37 3.8082e-01 3.2469e-01 2.8743e+00 4.5429e+00 4.7997e-01 3.5331e-02 -1.5776e+00 -1.4416e+01 5.3483e+00
38 3.8131e-01 3.2494e-01 2.8723e+00 4.6223e+00 4.7793e-01 -8.4917e-03 -2.0760e+00 -1.4011e+01 5.3553e+00
39 3.8165e-01 3.2533e-01 2.8703e+00 4.7034e+00 4.7665e-01 1.9239e-02 -1.4601e+00 -1.3674e+01 5.3610e+00
40 3.8269e-01 3.2628e-01 2.8687e+00 4.7853e+00 4.7619e-01 4.0402e-02 -1.7580e+00 -1.3342e+01 5.3673e+00
41 3.8220e-01 3.2620e-01 2.8670e+00 4.8645e+00 4.7481e-01 1.6371e-02 -1.4080e+00 -1.2975e+01 5.3734e+00
42 3.8375e-01 3.2734e-01 2.8654e+00 4.9524e+00 4.7407e-01 -1.2671e-02 -1.5559e+00 -1.2648e+01 5.3794e+00
43 3.8350e-01 3.2736e-01 2.8639e+00 5.0336e+00 4.7184e-01 -2.0168e-02 -1.3181e+00 -1.2327e+01 5.3863e+00
44 3.8299e-01 3.2727e-01 2.8624e+00 5.1111e+00 4.6942e-01 7.2753e-03 -1.3992e+00 -1.2060e+01 5.4472e+00
45 3.8326e-01 3.2755e-01 2.8610e+00 5.1924e+00 4.6743e-01 2.1718e-03 -1.1191e+00 -1.1758e+01 5.4529e+00
46 3.8308e-01 3.2791e-01 2.8599e+00 5.2676e+00 4.6627e-01 -1.1099e-02 -1.1982e+00 -1.1498e+01 5.4591e+00
47 3.8341e-01 3.2822e-01 2.8589e+00 5.3448e+00 4.6504e-01 3.7688e-02 -1.2484e+00 -1.1278e+01 5.4655e+00
48 3.8448e-01 3.2908e-01 2.8574e+00 5.4229e+00 4.6630e-01 1.5926e-02 -9.6785e-01 -1.1022e+01 5.4719e+00
49 3.8466e-01 3.2934e-01 2.8562e+00 5.4941e+00 4.6574e-01 1.1336e-02 -6.9695e-01 -1.0791e+01 5.4783e+00
50 3.8439e-01 3.2937e-01 2.8553e+00 5.5707e+00 4.6306e-01 1.9602e-03 -1.1712e+00 -1.0611e+01 5.4866e+00
51 3.8336e-01 3.2903e-01 2.8545e+00 5.6459e+00 4.6066e-01 -4.2291e-02 -9.7920e-01 -1.0353e+01 5.4927e+00
52 3.8289e-01 3.2893e-01 2.8533e+00 5.7246e+00 4.5814e-01 7.0998e-03 -9.5780e-01 -1.0150e+01 5.4983e+00
53 3.8301e-01 3.2929e-01 2.8525e+00 5.8005e+00 4.5799e-01 4.3578e-02 -7.4932e-01 -9.9887e+00 5.5042e+00
54 3.8192e-01 3.2867e-01 2.8515e+00 5.8721e+00 4.5366e-01 -2.8459e-02 -9.0205e-01 -9.7655e+00 5.5104e+00
55 3.8085e-01 3.2806e-01 2.8506e+00 5.9483e+00 4.5003e-01 -6.0253e-03 -8.5994e-01 -9.6148e+00 5.5169e+00
56 3.7920e-01 3.2747e-01 2.8500e+00 6.0214e+00 4.4876e-01 2.0921e-02 -8.2579e-01 -9.4538e+00 5.5227e+00
57 3.7822e-01 3.2688e-01 2.8490e+00 6.0942e+00 4.4534e-01 6.2995e-02 -9.9056e-01 -9.2469e+00 5.5292e+00
58 3.7669e-01 3.2611e-01 2.8485e+00 6.1671e+00 4.4339e-01 4.2692e-03 -5.6549e-01 -9.0848e+00 5.5356e+00
59 3.7707e-01 3.2670e-01 2.8474e+00 6.2486e+00 4.4202e-01 -1.3725e-02 -7.4603e-01 -8.9331e+00 5.5412e+00
60 3.7601e-01 3.2629e-01 2.8470e+00 6.3172e+00 4.4126e-01 4.5579e-03 -8.6778e-01 -8.7638e+00 5.5475e+00
61 3.7465e-01 3.2585e-01 2.8462e+00 6.3889e+00 4.3970e-01 1.1428e-03 -6.1440e-01 -8.5997e+00 5.5532e+00
62 3.7456e-01 3.2595e-01 2.8454e+00 6.4673e+00 4.3945e-01 -5.1598e-03 -6.5701e-01 -8.4515e+00 5.5600e+00
63 3.7384e-01 3.2567e-01 2.8452e+00 6.5450e+00 4.3765e-01 1.5721e-02 -4.3805e-01 -8.2967e+00 5.5658e+00
64 3.7226e-01 3.2481e-01 2.8449e+00 6.6179e+00 4.3451e-01 -1.6391e-02 -4.6807e-01 -8.1683e+00 5.5721e+00
65 3.7153e-01 3.2459e-01 2.8444e+00 6.6841e+00 4.3377e-01 3.0064e-02 -3.7846e-01 -8.0362e+00 5.5779e+00
66 3.6968e-01 3.2351e-01 2.8432e+00 6.7559e+00 4.3045e-01 2.8890e-02 -3.1677e-01 -7.9085e+00 5.5843e+00
67 3.6860e-01 3.2273e-01 2.8428e+00 6.8328e+00 4.2825e-01 -1.2291e-02 -5.1020e-01 -7.7575e+00 5.5931e+00
68 3.6817e-01 3.2227e-01 2.8427e+00 6.9090e+00 4.2831e-01 2.3798e-02 -6.0103e-01 -7.6649e+00 5.6001e+00
69 3.6616e-01 3.2051e-01 2.8417e+00 6.9689e+00 4.2480e-01 3.7860e-02 -1.9558e-01 -7.5433e+00 5.6064e+00
70 3.6520e-01 3.1980e-01 2.8414e+00 7.0340e+00 4.2378e-01 -4.5744e-02 -3.3883e-01 -7.4244e+00 5.6131e+00
71 3.6486e-01 3.1918e-01 2.8409e+00 7.1072e+00 4.2198e-01 4.4811e-03 -3.3110e-01 -7.3109e+00 5.6901e+00
72 3.6322e-01 3.1792e-01 2.8408e+00 7.1689e+00 4.1901e-01 -3.9120e-03 -2.5755e-01 -7.2286e+00 5.7039e+00
73 3.6265e-01 3.1711e-01 2.8412e+00 7.2368e+00 4.1677e-01 -8.3928e-06 -5.3000e-01 -7.1238e+00 5.7096e+00
74 3.5989e-01 3.1508e-01 2.8404e+00 7.2995e+00 4.1264e-01 5.3184e-03 -4.5513e-01 -7.0368e+00 5.7152e+00
75 3.5826e-01 3.1393e-01 2.8399e+00 7.3634e+00 4.0920e-01 2.2016e-02 -4.9046e-01 -6.9254e+00 5.7215e+00
76 3.5699e-01 3.1296e-01 2.8395e+00 7.4318e+00 4.0701e-01 5.4706e-03 -3.1777e-01 -6.8180e+00 5.7285e+00
77 3.5504e-01 3.1160e-01 2.8392e+00 7.4950e+00 4.0360e-01 -1.0363e-02 -6.0183e-01 -6.7417e+00 5.7404e+00
78 3.5324e-01 3.1042e-01 2.8391e+00 7.5540e+00 3.9955e-01 -1.7975e-02 -3.7582e-01 -6.6768e+00 5.7467e+00
79 3.5223e-01 3.0959e-01 2.8394e+00 7.6082e+00 3.9762e-01 6.6786e-03 -1.2222e-01 -6.5871e+00 5.7536e+00
80 3.5232e-01 3.0975e-01 2.8396e+00 7.6862e+00 3.9841e-01 -4.1197e-02 -4.3695e-01 -6.4897e+00 5.7598e+00
81 3.5187e-01 3.0919e-01 2.8389e+00 7.7498e+00 3.9643e-01 2.8208e-02 -3.1733e-01 -6.4384e+00 5.7660e+00
82 3.5093e-01 3.0833e-01 2.8384e+00 7.8133e+00 3.9327e-01 1.5656e-02 3.0287e-01 -6.3468e+00 5.7723e+00
83 3.4941e-01 3.0736e-01 2.8381e+00 7.8744e+00 3.9003e-01 5.3454e-02 -3.1944e-01 -6.2864e+00 5.7787e+00
84 3.4874e-01 3.0677e-01 2.8376e+00 7.9438e+00 3.8797e-01 1.9825e-02 -1.6748e-02 -6.1848e+00 5.7845e+00
85 3.4778e-01 3.0603e-01 2.8377e+00 8.0069e+00 3.8635e-01 -2.0989e-02 -1.1721e-01 -6.1175e+00 5.7901e+00
86 3.4669e-01 3.0554e-01 2.8376e+00 8.0756e+00 3.8489e-01 -5.5718e-02 -2.3636e-01 -6.0427e+00 5.7967e+00
87 3.4679e-01 3.0559e-01 2.8369e+00 8.1384e+00 3.8709e-01 7.1971e-03 -2.2113e-01 -5.9769e+00 5.8036e+00
88 3.4662e-01 3.0575e-01 2.8362e+00 8.2129e+00 3.8628e-01 -1.9079e-02 -1.2418e-01 -5.9073e+00 5.8099e+00
89 3.4479e-01 3.0409e-01 2.8355e+00 8.2697e+00 3.8344e-01 -1.7240e-02 2.3270e-01 -5.8540e+00 5.8156e+00
90 3.4437e-01 3.0344e-01 2.8352e+00 8.3311e+00 3.8197e-01 1.5843e-02 -2.9360e-01 -5.8208e+00 5.8226e+00
91 3.4431e-01 3.0309e-01 2.8353e+00 8.4027e+00 3.8059e-01 -2.3430e-02 -5.2317e-02 -5.7583e+00 5.8282e+00
92 3.4308e-01 3.0208e-01 2.8343e+00 8.4613e+00 3.7917e-01 2.0723e-02 -2.6210e-01 -5.6696e+00 5.8345e+00
93 3.4179e-01 3.0112e-01 2.8338e+00 8.5229e+00 3.7696e-01 4.4333e-03 -3.0568e-01 -5.6001e+00 5.8408e+00
94 3.4177e-01 3.0048e-01 2.8337e+00 8.5820e+00 3.7477e-01 -9.1922e-03 -1.1375e-01 -5.5583e+00 5.8471e+00
95 3.4123e-01 2.9975e-01 2.8332e+00 8.6475e+00 3.7384e-01 9.0512e-03 1.0230e-02 -5.5006e+00 5.8546e+00
96 3.3961e-01 2.9842e-01 2.8329e+00 8.7013e+00 3.7040e-01 -1.1494e-02 -1.6742e-01 -5.4713e+00 5.8609e+00
97 3.3822e-01 2.9734e-01 2.8331e+00 8.7572e+00 3.6877e-01 -3.3707e-02 -1.2083e-01 -5.3993e+00 5.8671e+00
98 3.3726e-01 2.9622e-01 2.8321e+00 8.8124e+00 3.6738e-01 -2.8412e-02 1.3547e-01 -5.3626e+00 5.8741e+00
99 3.3617e-01 2.9515e-01 2.8314e+00 8.8664e+00 3.6577e-01 4.3873e-03 5.5334e-02 -5.3059e+00 5.8804e+00
100 3.3530e-01 2.9454e-01 2.8309e+00 8.9236e+00 3.6385e-01 -1.1717e-02 6.7737e-03 -5.2565e+00 5.8860e+00
101 3.3367e-01 2.9348e-01 2.8305e+00 8.9752e+00 3.6404e-01 1.8653e-02 -3.2760e-01 -5.2114e+00 5.8924e+00
102 3.3252e-01 2.9251e-01 2.8301e+00 9.0370e+00 3.6304e-01 2.6280e-02 2.6460e-01 -5.1698e+00 5.8980e+00
103 3.3127e-01 2.9192e-01 2.8298e+00 9.0931e+00 3.6372e-01 -7.7532e-03 4.3774e-02 -5.1270e+00 5.9036e+00
104 3.2925e-01 2.9139e-01 2.8298e+00 9.1567e+00 3.6171e-01 -2.4511e-02 2.0165e-01 -5.0823e+00 5.9099e+00
105 3.2879e-01 2.9128e-01 2.8298e+00 9.2177e+00 3.6181e-01 -4.0538e-03 -1.8957e-01 -5.0247e+00 5.9156e+00
106 3.2764e-01 2.9008e-01 2.8299e+00 9.2755e+00 3.5926e-01 -8.2849e-03 -1.1712e-01 -5.0058e+00 5.9219e+00
107 3.2535e-01 2.8929e-01 2.8298e+00 9.3309e+00 3.5881e-01 1.3806e-05 2.5752e-01 -4.9847e+00 5.9288e+00
108 3.2395e-01 2.8801e-01 2.8301e+00 9.3839e+00 3.5601e-01 1.6780e-02 -4.2439e-02 -4.8970e+00 5.9352e+00
109 3.2281e-01 2.8681e-01 2.8303e+00 9.4395e+00 3.5417e-01 -1.1371e-02 -2.1896e-01 -4.8627e+00 5.9408e+00
110 3.2212e-01 2.8589e-01 2.8301e+00 9.4916e+00 3.5345e-01 4.0552e-03 -2.1514e-01 -4.8044e+00 5.9470e+00
111 3.1996e-01 2.8487e-01 2.8296e+00 9.5466e+00 3.5007e-01 -2.5434e-02 -3.8707e-01 -4.8076e+00 5.9543e+00
112 3.1791e-01 2.8363e-01 2.8295e+00 9.5888e+00 3.4621e-01 -1.3523e-02 -1.1627e-01 -4.7554e+00 5.9607e+00
113 3.1619e-01 2.8221e-01 2.8293e+00 9.6333e+00 3.4295e-01 -2.8755e-03 -7.2793e-02 -4.7524e+00 5.9664e+00
114 3.1498e-01 2.8175e-01 2.8289e+00 9.6914e+00 3.4415e-01 -2.0654e-02 6.5998e-03 -4.6895e+00 5.9720e+00
115 3.1426e-01 2.8119e-01 2.8288e+00 9.7485e+00 3.4236e-01 4.7683e-04 -1.9060e-01 -4.6502e+00 5.9789e+00
116 3.1321e-01 2.8024e-01 2.8285e+00 9.7891e+00 3.4215e-01 1.0238e-02 6.9319e-02 -4.6410e+00 5.9846e+00
117 3.1183e-01 2.7927e-01 2.8293e+00 9.8437e+00 3.3914e-01 -2.6770e-02 -9.1783e-02 -4.5937e+00 5.9902e+00
118 3.1092e-01 2.7865e-01 2.8291e+00 9.8974e+00 3.3835e-01 -1.7755e-02 -1.1707e-01 -4.5636e+00 5.9979e+00
119 3.0931e-01 2.7750e-01 2.8291e+00 9.9440e+00 3.3493e-01 6.5226e-03 -1.0377e-01 -4.5376e+00 6.0034e+00
120 3.0773e-01 2.7620e-01 2.8291e+00 9.9942e+00 3.3557e-01 -4.8110e-03 1.4870e-03 -4.4909e+00 6.0096e+00
121 3.0670e-01 2.7551e-01 2.8290e+00 1.0054e+01 3.3429e-01 8.1593e-03 8.9233e-02 -4.4533e+00 6.0159e+00
122 3.0547e-01 2.7469e-01 2.8286e+00 1.0109e+01 3.3111e-01 -1.3389e-02 7.9813e-02 -4.4325e+00 6.0229e+00
123 3.0351e-01 2.7374e-01 2.8289e+00 1.0148e+01 3.3005e-01 8.4594e-03 6.8210e-03 -4.3988e+00 6.0293e+00
124 3.0260e-01 2.7277e-01 2.8286e+00 1.0200e+01 3.2958e-01 1.8364e-02 -2.3640e-01 -4.3687e+00 6.0356e+00
125 3.0132e-01 2.7154e-01 2.8286e+00 1.0234e+01 3.2817e-01 -1.2140e-02 2.8930e-01 -4.3427e+00 6.0412e+00
126 2.9987e-01 2.7058e-01 2.8284e+00 1.0283e+01 3.2768e-01 1.2174e-02 5.1158e-03 -4.3088e+00 6.0469e+00
127 2.9962e-01 2.7030e-01 2.8279e+00 1.0343e+01 3.3062e-01 -1.3791e-02 1.0051e-02 -4.3075e+00 6.0527e+00
128 2.9939e-01 2.6974e-01 2.8272e+00 1.0387e+01 3.3098e-01 2.5648e-02 -5.5412e-02 -4.2616e+00 6.0590e+00
129 2.9809e-01 2.6839e-01 2.8271e+00 1.0437e+01 3.2860e-01 -1.8727e-03 2.7240e-01 -4.2500e+00 6.0646e+00
130 2.9756e-01 2.6760e-01 2.8274e+00 1.0495e+01 3.2845e-01 -5.3354e-03 -1.0954e-02 -4.1850e+00 6.0709e+00
131 2.9671e-01 2.6680e-01 2.8274e+00 1.0545e+01 3.2766e-01 -8.3608e-03 -2.5315e-01 -4.1675e+00 6.0771e+00
132 2.9603e-01 2.6604e-01 2.8273e+00 1.0596e+01 3.2551e-01 9.0341e-04 3.3902e-01 -4.1565e+00 6.0830e+00
133 2.9409e-01 2.6481e-01 2.8278e+00 1.0632e+01 3.2404e-01 -2.1990e-02 -9.8413e-02 -4.1420e+00 6.0886e+00
134 2.9377e-01 2.6473e-01 2.8280e+00 1.0691e+01 3.2394e-01 2.1749e-03 4.4062e-01 -4.1042e+00 6.0942e+00
135 2.9180e-01 2.6352e-01 2.8271e+00 1.0730e+01 3.1896e-01 -3.1024e-04 -1.3461e-02 -4.0953e+00 6.0998e+00
136 2.9052e-01 2.6267e-01 2.8274e+00 1.0787e+01 3.1825e-01 5.3027e-03 6.5584e-02 -4.0743e+00 6.1074e+00
137 2.8911e-01 2.6215e-01 2.8274e+00 1.0833e+01 3.1863e-01 -2.8888e-02 2.9526e-01 -4.0273e+00 6.1146e+00
138 2.8763e-01 2.6106e-01 2.8276e+00 1.0869e+01 3.1603e-01 3.6341e-02 3.5975e-01 -4.0473e+00 6.1202e+00
139 2.8696e-01 2.6025e-01 2.8272e+00 1.0933e+01 3.1396e-01 1.1319e-02 5.1931e-01 -4.0074e+00 6.1269e+00
140 2.8521e-01 2.5901e-01 2.8276e+00 1.0983e+01 3.0922e-01 -2.6037e-02 3.6738e-01 -3.9785e+00 6.1339e+00
141 2.8362e-01 2.5822e-01 2.8280e+00 1.1020e+01 3.0791e-01 -2.6216e-02 -1.7831e-01 -3.9627e+00 6.1402e+00
142 2.8352e-01 2.5778e-01 2.8277e+00 1.1066e+01 3.0906e-01 2.2479e-02 9.6341e-02 -3.9362e+00 6.1465e+00
143 2.8227e-01 2.5677e-01 2.8277e+00 1.1106e+01 3.0834e-01 2.2473e-02 3.7396e-01 -3.9342e+00 6.1521e+00
144 2.8038e-01 2.5572e-01 2.8276e+00 1.1146e+01 3.0684e-01 3.0306e-02 1.9524e-01 -3.9175e+00 6.1583e+00
145 2.7938e-01 2.5502e-01 2.8270e+00 1.1197e+01 3.0497e-01 3.2366e-02 2.9692e-01 -3.8728e+00 6.2391e+00
146 2.7906e-01 2.5485e-01 2.8272e+00 1.1257e+01 3.0553e-01 2.4239e-02 6.3369e-02 -3.8959e+00 6.2461e+00
147 2.7545e-01 2.5320e-01 2.8279e+00 1.1307e+01 3.0448e-01 -9.9570e-03 -3.0541e-02 -3.8392e+00 6.2523e+00
148 2.7403e-01 2.5207e-01 2.8278e+00 1.1360e+01 3.0186e-01 -1.7895e-03 5.5697e-01 -3.8271e+00 6.2579e+00
149 2.7263e-01 2.5172e-01 2.8276e+00 1.1411e+01 3.0284e-01 -4.4840e-03 1.5774e-01 -3.7940e+00 6.2650e+00
150 2.7158e-01 2.5051e-01 2.8274e+00 1.1453e+01 3.0136e-01 -3.0780e-02 1.0743e-01 -3.7704e+00 6.2707e+00
151 2.7054e-01 2.4956e-01 2.8275e+00 1.1495e+01 3.0137e-01 -1.6632e-02 2.7812e-01 -3.7677e+00 6.2777e+00
152 2.6987e-01 2.4915e-01 2.8273e+00 1.1544e+01 3.0115e-01 4.4506e-02 1.7733e-01 -3.7750e+00 6.2839e+00
153 2.6885e-01 2.4878e-01 2.8272e+00 1.1584e+01 2.9873e-01 8.4853e-04 2.8008e-01 -3.7434e+00 6.2909e+00
154 2.6775e-01 2.4827e-01 2.8266e+00 1.1630e+01 2.9946e-01 1.0682e-02 5.2603e-01 -3.6883e+00 6.2966e+00
155 2.6626e-01 2.4804e-01 2.8269e+00 1.1674e+01 3.0050e-01 -1.2846e-02 1.4174e-01 -3.7092e+00 6.3030e+00
156 2.6614e-01 2.4722e-01 2.8271e+00 1.1728e+01 2.9928e-01 1.5072e-02 9.4102e-02 -3.6843e+00 6.3098e+00
157 2.6542e-01 2.4642e-01 2.8272e+00 1.1792e+01 2.9657e-01 -4.7455e-03 3.0288e-01 -3.6580e+00 6.3160e+00
158 2.6488e-01 2.4579e-01 2.8272e+00 1.1848e+01 2.9624e-01 1.8884e-02 3.3462e-01 -3.6410e+00 6.3217e+00
159 2.6241e-01 2.4475e-01 2.8270e+00 1.1890e+01 2.9699e-01 2.3869e-03 1.6176e-01 -3.6096e+00 6.3279e+00
160 2.6158e-01 2.4422e-01 2.8268e+00 1.1935e+01 2.9555e-01 3.0249e-03 2.1415e-01 -3.6027e+00 6.3335e+00
161 2.6048e-01 2.4335e-01 2.8266e+00 1.1970e+01 2.9487e-01 8.6859e-03 2.1727e-01 -3.5990e+00 6.3398e+00
162 2.6042e-01 2.4244e-01 2.8267e+00 1.2020e+01 2.9070e-01 1.7323e-02 1.4138e-02 -3.5538e+00 6.3454e+00
163 2.5834e-01 2.4176e-01 2.8268e+00 1.2056e+01 2.8920e-01 1.3318e-02 5.6888e-03 -3.5795e+00 6.3516e+00
164 2.5810e-01 2.4181e-01 2.8271e+00 1.2112e+01 2.9027e-01 -3.0036e-02 6.6012e-02 -3.5558e+00 6.3580e+00
165 2.5696e-01 2.4109e-01 2.8270e+00 1.2151e+01 2.8857e-01 2.1429e-02 7.5743e-02 -3.5437e+00 6.3643e+00
166 2.5498e-01 2.4011e-01 2.8266e+00 1.2186e+01 2.8512e-01 3.4690e-03 3.8522e-01 -3.5157e+00 6.3699e+00
167 2.5393e-01 2.3954e-01 2.8264e+00 1.2226e+01 2.8691e-01 3.5419e-02 3.5753e-01 -3.5142e+00 6.3762e+00
168 2.5368e-01 2.3896e-01 2.8266e+00 1.2278e+01 2.8561e-01 7.6198e-03 4.4250e-01 -3.5062e+00 6.3825e+00
169 2.5300e-01 2.3797e-01 2.8267e+00 1.2316e+01 2.8442e-01 -2.2858e-02 8.5791e-02 -3.5042e+00 6.3893e+00
170 2.5168e-01 2.3718e-01 2.8261e+00 1.2370e+01 2.8127e-01 -9.4689e-03 -1.5270e-01 -3.4923e+00 6.3950e+00
171 2.5078e-01 2.3663e-01 2.8257e+00 1.2410e+01 2.8185e-01 6.0593e-03 -3.8200e-02 -3.4624e+00 6.4023e+00
172 2.4941e-01 2.3609e-01 2.8253e+00 1.2447e+01 2.8264e-01 6.6822e-03 3.1722e-01 -3.4509e+00 6.4081e+00
173 2.4888e-01 2.3517e-01 2.8251e+00 1.2479e+01 2.8167e-01 3.0787e-02 2.9158e-01 -3.4270e+00 6.4138e+00
174 2.4757e-01 2.3445e-01 2.8259e+00 1.2517e+01 2.8155e-01 -7.1970e-02 1.6642e-01 -3.4356e+00 6.4195e+00
175 2.4745e-01 2.3435e-01 2.8254e+00 1.2563e+01 2.8336e-01 -4.7503e-03 -4.4816e-02 -3.4444e+00 6.4251e+00
176 2.4682e-01 2.3319e-01 2.8251e+00 1.2601e+01 2.7962e-01 1.3718e-02 5.1281e-01 -3.4196e+00 6.4307e+00
177 2.4656e-01 2.3313e-01 2.8252e+00 1.2641e+01 2.8228e-01 1.8965e-02 6.6587e-03 -3.4097e+00 6.4371e+00
178 2.4482e-01 2.3203e-01 2.8252e+00 1.2683e+01 2.7886e-01 -2.7674e-02 2.6034e-01 -3.3759e+00 6.4433e+00
179 2.4326e-01 2.3105e-01 2.8254e+00 1.2730e+01 2.7660e-01 -3.8059e-03 -1.7588e-01 -3.3556e+00 6.4496e+00
180 2.4255e-01 2.3046e-01 2.8253e+00 1.2762e+01 2.7446e-01 -5.1974e-03 9.6032e-02 -3.3640e+00 6.4552e+00
181 2.4114e-01 2.3011e-01 2.8248e+00 1.2797e+01 2.7523e-01 -3.6506e-02 1.4397e-01 -3.3424e+00 6.4622e+00
