t test_mse train_mse W_norm a_norm y_norm_sq score_W_resc score_a_resc log_P time
60 4.4189e-05 3.9981e-05 3.1130e+00 9.8801e-01 3.6194e-01 2.1662e-02 -4.6795e-02 -2.2066e+00 9.4859e+00
61 4.4321e-05 3.9697e-05 3.1135e+00 9.8779e-01 3.6197e-01 1.3341e-02 1.0741e-02 -2.1809e+00 9.4928e+00
62 4.6456e-05 4.1394e-05 3.1135e+00 9.8804e-01 3.6237e-01 5.4840e-03 -2.1109e-01 -2.1791e+00 9.5022e+00
63 5.0179e-05 4.4398e-05 3.1134e+00 9.8709e-01 3.6189e-01 1.3434e-02 -2.2417e-01 -2.2107e+00 9.5092e+00
64 4.7262e-05 4.1372e-05 3.1133e+00 9.8680e-01 3.6221e-01 -1.3432e-02 1.0791e-01 -2.1631e+00 9.5169e+00
65 4.7330e-05 4.0896e-05 3.1130e+00 9.8638e-01 3.6157e-01 1.6451e-02 -1.2617e-01 -2.1809e+00 9.5239e+00
66 4.7459e-05 4.1923e-05 3.1132e+00 9.8674e-01 3.6182e-01 -4.3409e-03 -1.8760e-01 -2.1767e+00 9.5317e+00
67 5.1511e-05 4.5723e-05 3.1131e+00 9.8631e-01 3.6143e-01 1.2272e-02 -2.7371e-01 -2.2220e+00 9.5386e+00
68 5.1609e-05 4.5818e-05 3.1131e+00 9.8583e-01 3.6126e-01 -2.3330e-03 5.8459e-02 -2.1735e+00 9.5455e+00
69 5.2146e-05 4.5030e-05 3.1133e+00 9.8584e-01 3.6153e-01 -3.6874e-02 -8.2326e-02 -2.1675e+00 9.5533e+00
70 5.0960e-05 4.2856e-05 3.1132e+00 9.8655e-01 3.6195e-01 1.0851e-02 7.0861e-02 -2.1943e+00 9.5611e+00
71 5.2899e-05 4.4889e-05 3.1131e+00 9.8671e-01 3.6196e-01 -4.5597e-02 -1.0313e-01 -2.2046e+00 9.5688e+00
72 5.2985e-05 4.5504e-05 3.1130e+00 9.8614e-01 3.6155e-01 -8.6008e-04 2.2543e-01 -2.2062e+00 9.5766e+00
73 5.3578e-05 4.6769e-05 3.1129e+00 9.8610e-01 3.6137e-01 2.1562e-02 -7.1217e-02 -2.2031e+00 9.5836e+00
74 5.1711e-05 4.5512e-05 3.1126e+00 9.8658e-01 3.6159e-01 4.1020e-03 2.6399e-02 -2.1741e+00 9.5905e+00
75 5.3483e-05 4.7622e-05 3.1125e+00 9.8641e-01 3.6150e-01 -1.1604e-02 2.5037e-01 -2.1988e+00 9.5983e+00
76 5.2176e-05 4.6053e-05 3.1129e+00 9.8697e-01 3.6187e-01 1.4962e-02 2.5202e-02 -2.1841e+00 9.6052e+00
77 5.1706e-05 4.7430e-05 3.1132e+00 9.8766e-01 3.6206e-01 8.2008e-03 -4.0607e-01 -2.2027e+00 9.6130e+00
78 5.2822e-05 4.8056e-05 3.1134e+00 9.8758e-01 3.6234e-01 1.3328e-02 1.1688e-01 -2.1730e+00 9.6199e+00
79 5.2600e-05 4.9124e-05 3.1137e+00 9.8797e-01 3.6214e-01 2.8572e-03 -3.6279e-01 -2.1800e+00 9.6277e+00
80 5.0036e-05 4.4417e-05 3.1139e+00 9.8677e-01 3.6211e-01 -2.0370e-02 -3.8948e-01 -2.1742e+00 9.6354e+00
81 5.1606e-05 4.4837e-05 3.1143e+00 9.8687e-01 3.6270e-01 -2.7933e-03 2.0749e-01 -2.1747e+00 9.6432e+00
82 5.0821e-05 4.4513e-05 3.1144e+00 9.8679e-01 3.6244e-01 -1.5193e-02 1.5538e-01 -2.1482e+00 9.6510e+00
83 5.1297e-05 4.3612e-05 3.1145e+00 9.8632e-01 3.6217e-01 1.9449e-03 -4.1255e-02 -2.1579e+00 9.6587e+00
84 5.3819e-05 4.6855e-05 3.1144e+00 9.8620e-01 3.6167e-01 3.1055e-02 -3.8415e-01 -2.1695e+00 9.6665e+00
85 5.3080e-05 4.5693e-05 3.1145e+00 9.8646e-01 3.6248e-01 1.1602e-02 1.3040e-01 -2.1983e+00 9.6735e+00
86 5.2170e-05 4.5374e-05 3.1148e+00 9.8541e-01 3.6190e-01 -3.7959e-02 1.1668e-01 -2.1718e+00 9.6804e+00
87 5.2483e-05 4.6444e-05 3.1150e+00 9.8522e-01 3.6186e-01 -1.1256e-03 8.2737e-02 -2.1990e+00 9.6882e+00
88 5.4414e-05 4.9318e-05 3.1150e+00 9.8597e-01 3.6181e-01 2.4209e-02 -3.3108e-01 -2.1935e+00 9.6959e+00
89 5.3836e-05 4.8642e-05 3.1151e+00 9.8551e-01 3.6149e-01 1.2612e-02 -1.4479e-01 -2.1707e+00 9.7029e+00
90 5.5351e-05 4.8498e-05 3.1150e+00 9.8526e-01 3.6174e-01 2.5887e-02 4.8070e-02 -2.1800e+00 9.7115e+00
91 5.6918e-05 4.9689e-05 3.1148e+00 9.8420e-01 3.6105e-01 1.0239e-02 -4.3802e-01 -2.1992e+00 9.7184e+00
92 5.5228e-05 4.9589e-05 3.1148e+00 9.8578e-01 3.6195e-01 8.1070e-03 -9.0705e-02 -2.1820e+00 9.7262e+00
93 5.7107e-05 5.2122e-05 3.1142e+00 9.8538e-01 3.6189e-01 4.4155e-02 2.1742e-01 -2.1922e+00 9.7331e+00
94 5.5860e-05 5.1087e-05 3.1145e+00 9.8545e-01 3.6200e-01 3.2989e-02 -5.2996e-03 -2.1908e+00 9.7400e+00
95 5.7643e-05 5.1643e-05 3.1143e+00 9.8588e-01 3.6226e-01 3.7260e-03 6.5170e-02 -2.2064e+00 9.7478e+00
96 5.4053e-05 4.9223e-05 3.1147e+00 9.8658e-01 3.6254e-01 -6.2038e-02 -2.9612e-02 -2.1839e+00 9.7555e+00
97 5.8247e-05 5.2957e-05 3.1150e+00 9.8583e-01 3.6219e-01 -1.1791e-02 2.6114e-01 -2.1954e+00 9.7633e+00
98 6.1446e-05 5.5682e-05 3.1147e+00 9.8563e-01 3.6157e-01 1.6358e-02 -2.4469e-01 -2.1549e+00 9.7711e+00
99 5.9470e-05 5.3978e-05 3.1145e+00 9.8515e-01 3.6196e-01 2.4713e-02 -2.8926e-01 -2.1662e+00 9.7789e+00
100 6.0386e-05 5.4364e-05 3.1148e+00 9.8479e-01 3.6174e-01 -5.3994e-03 -3.0802e-02 -2.1648e+00 9.7863e+00
101 5.8121e-05 5.3347e-05 3.1144e+00 9.8571e-01 3.6207e-01 -4.9598e-03 1.4996e-01 -2.1754e+00 9.7932e+00
102 5.7029e-05 5.2239e-05 3.1147e+00 9.8526e-01 3.6232e-01 -1.4595e-02 4.8356e-01 -2.1856e+00 9.8001e+00
103 5.6878e-05 5.1107e-05 3.1144e+00 9.8492e-01 3.6187e-01 -1.6167e-02 1.8070e-01 -2.1765e+00 9.8070e+00
104 5.5431e-05 5.0447e-05 3.1144e+00 9.8549e-01 3.6237e-01 1.6966e-02 -1.1850e-01 -2.2116e+00 9.8140e+00
105 5.4456e-05 4.9837e-05 3.1145e+00 9.8495e-01 3.6173e-01 -6.8868e-03 2.2376e-01 -2.2055e+00 9.8209e+00
106 5.4226e-05 5.0099e-05 3.1141e+00 9.8541e-01 3.6148e-01 4.2659e-02 -4.0237e-01 -2.1771e+00 9.8287e+00
107 5.3782e-05 4.9162e-05 3.1139e+00 9.8633e-01 3.6206e-01 -1.9593e-02 -8.1145e-02 -2.1861e+00 9.8357e+00
108 5.6136e-05 5.0942e-05 3.1142e+00 9.8506e-01 3.6167e-01 1.6060e-02 4.0351e-02 -2.1659e+00 9.8427e+00
109 5.5473e-05 5.0855e-05 3.1144e+00 9.8553e-01 3.6186e-01 -2.3009e-02 -3.4693e-01 -2.1769e+00 9.8504e+00
110 5.5871e-05 5.1606e-05 3.1142e+00 9.8567e-01 3.6222e-01 4.9587e-02 -1.2194e-03 -2.1771e+00 9.8574e+00
111 5.4027e-05 4.9984e-05 3.1143e+00 9.8589e-01 3.6203e-01 -2.7436e-02 -1.1686e-01 -2.1871e+00 9.8643e+00
112 5.3580e-05 5.0934e-05 3.1140e+00 9.8623e-01 3.6209e-01 -1.8136e-02 -9.1507e-02 -2.2018e+00 9.8729e+00
113 5.7517e-05 5.4470e-05 3.1140e+00 9.8577e-01 3.6207e-01 -7.2687e-03 8.6847e-02 -2.1924e+00 9.8798e+00
114 5.6197e-05 5.2777e-05 3.1142e+00 9.8574e-01 3.6227e-01 2.5065e-02 -2.3463e-01 -2.1839e+00 9.8876e+00
115 5.8150e-05 5.4065e-05 3.1138e+00 9.8527e-01 3.6169e-01 1.5645e-02 1.4309e-01 -2.1851e+00 9.8946e+00
116 5.7699e-05 5.4606e-05 3.1140e+00 9.8555e-01 3.6202e-01 1.2590e-02 4.0470e-02 -2.1776e+00 9.9015e+00
117 5.7641e-05 5.4080e-05 3.1138e+00 9.8533e-01 3.6207e-01 1.9070e-02 -5.4882e-01 -2.1866e+00 9.9085e+00
118 5.6659e-05 5.2104e-05 3.1140e+00 9.8579e-01 3.6250e-01 -1.2736e-02 8.4427e-02 -2.1661e+00 9.9154e+00
119 5.8017e-05 5.3304e-05 3.1141e+00 9.8527e-01 3.6188e-01 6.8858e-03 4.3509e-02 -2.1584e+00 9.9232e+00
120 5.7219e-05 5.2028e-05 3.1141e+00 9.8625e-01 3.6249e-01 -6.1022e-03 -3.1148e-01 -2.1862e+00 9.9309e+00
121 6.0792e-05 5.5190e-05 3.1141e+00 9.8588e-01 3.6265e-01 2.6583e-02 4.4570e-01 -2.1725e+00 9.9379e+00
122 6.0197e-05 5.5802e-05 3.1138e+00 9.8563e-01 3.6215e-01 1.9485e-02 4.4701e-02 -2.1703e+00 9.9448e+00
123 6.2482e-05 5.8138e-05 3.1139e+00 9.8534e-01 3.6211e-01 1.4474e-02 -1.6605e-01 -2.1824e+00 9.9518e+00
124 6.2134e-05 5.7842e-05 3.1137e+00 9.8548e-01 3.6234e-01 6.0531e-03 1.1878e-01 -2.1944e+00 9.9595e+00
125 5.9704e-05 5.4005e-05 3.1140e+00 9.8528e-01 3.6206e-01 1.7803e-02 -1.1381e-01 -2.1760e+00 9.9674e+00
126 6.3373e-05 5.7708e-05 3.1139e+00 9.8522e-01 3.6215e-01 -1.0721e-02 -1.9799e-02 -2.1833e+00 9.9744e+00
127 6.3524e-05 5.7963e-05 3.1138e+00 9.8565e-01 3.6248e-01 1.8597e-02 -2.0475e-01 -2.1612e+00 9.9819e+00
128 6.4765e-05 5.8950e-05 3.1145e+00 9.8521e-01 3.6264e-01 -2.2877e-02 5.1146e-01 -2.1798e+00 9.9888e+00
129 6.6297e-05 5.9777e-05 3.1141e+00 9.8601e-01 3.6252e-01 1.5626e-02 -9.7047e-02 -2.1646e+00 9.9958e+00
130 6.6390e-05 5.9846e-05 3.1145e+00 9.8670e-01 3.6275e-01 1.2200e-02 -6.4240e-02 -2.1804e+00 1.0004e+01
131 6.6463e-05 6.0941e-05 3.1146e+00 9.8554e-01 3.6211e-01 2.5267e-02 -1.3494e-01 -2.1731e+00 1.0011e+01
132 6.4036e-05 5.7443e-05 3.1145e+00 9.8480e-01 3.6225e-01 2.1105e-03 2.9609e-01 -2.1890e+00 1.0018e+01
133 6.2822e-05 5.8038e-05 3.1140e+00 9.8482e-01 3.6211e-01 2.4818e-02 -9.8112e-02 -2.1818e+00 1.0025e+01
134 6.2876e-05 5.7739e-05 3.1141e+00 9.8554e-01 3.6282e-01 -9.2589e-03 2.8895e-01 -2.1897e+00 1.0032e+01
135 6.2450e-05 5.5853e-05 3.1139e+00 9.8574e-01 3.6295e-01 -8.1292e-03 3.5289e-01 -2.1751e+00 1.0039e+01
136 6.1378e-05 5.5579e-05 3.1139e+00 9.8678e-01 3.6354e-01 4.4167e-02 2.9201e-01 -2.1689e+00 1.0046e+01
137 6.2611e-05 5.5553e-05 3.1140e+00 9.8657e-01 3.6359e-01 -2.2583e-03 -2.1333e-02 -2.1698e+00 1.0054e+01
138 6.2725e-05 5.5557e-05 3.1136e+00 9.8548e-01 3.6250e-01 1.2399e-03 4.2131e-01 -2.1912e+00 1.0061e+01
139 6.0808e-05 5.4448e-05 3.1134e+00 9.8651e-01 3.6293e-01 7.6778e-03 1.2868e-01 -2.2030e+00 1.0068e+01
140 6.1544e-05 5.5277e-05 3.1138e+00 9.8559e-01 3.6236e-01 -4.8104e-02 1.0938e-01 -2.2003e+00 1.0076e+01
141 6.4215e-05 5.6590e-05 3.1135e+00 9.8615e-01 3.6244e-01 -1.7301e-02 3.1893e-01 -2.1668e+00 1.0083e+01
142 6.4162e-05 5.7728e-05 3.1137e+00 9.8599e-01 3.6227e-01 -8.3928e-03 4.5166e-01 -2.1761e+00 1.0091e+01
143 6.7026e-05 5.9196e-05 3.1135e+00 9.8547e-01 3.6214e-01 5.3276e-03 -1.3682e-02 -2.1912e+00 1.0098e+01
144 6.8253e-05 6.0072e-05 3.1135e+00 9.8643e-01 3.6270e-01 1.6745e-02 -1.2654e-01 -2.1697e+00 1.0105e+01
145 6.5388e-05 5.6855e-05 3.1143e+00 9.8596e-01 3.6252e-01 1.9408e-02 2.4363e-01 -2.1487e+00 1.0112e+01
146 6.5214e-05 5.7795e-05 3.1145e+00 9.8532e-01 3.6215e-01 -6.6035e-03 3.3727e-01 -2.1788e+00 1.0120e+01
147 6.6275e-05 5.8878e-05 3.1145e+00 9.8636e-01 3.6214e-01 2.2723e-02 -2.2774e-01 -2.1816e+00 1.0128e+01
148 6.5286e-05 5.9047e-05 3.1149e+00 9.8739e-01 3.6291e-01 -2.8536e-03 -6.9711e-02 -2.1746e+00 1.0135e+01
149 6.7312e-05 6.0341e-05 3.1148e+00 9.8747e-01 3.6303e-01 5.9922e-04 3.5564e-01 -2.1807e+00 1.0142e+01
150 6.8363e-05 6.0880e-05 3.1149e+00 9.8649e-01 3.6223e-01 1.7648e-03 -2.9601e-01 -2.1758e+00 1.0149e+01
151 6.8645e-05 6.1397e-05 3.1151e+00 9.8606e-01 3.6208e-01 5.7447e-02 2.6388e-01 -2.1779e+00 1.0156e+01
152 7.1007e-05 6.3106e-05 3.1153e+00 9.8651e-01 3.6244e-01 -7.6635e-03 2.8471e-01 -2.2043e+00 1.0163e+01
153 7.2705e-05 6.4653e-05 3.1152e+00 9.8591e-01 3.6167e-01 -6.1849e-03 2.0689e-01 -2.1895e+00 1.0171e+01
154 7.3102e-05 6.4548e-05 3.1151e+00 9.8652e-01 3.6233e-01 -3.1970e-02 2.9804e-01 -2.2004e+00 1.0178e+01
155 7.3557e-05 6.6152e-05 3.1156e+00 9.8736e-01 3.6224e-01 -1.1416e-02 -2.9645e-02 -2.1791e+00 1.0266e+01
156 7.3633e-05 6.6005e-05 3.1155e+00 9.8786e-01 3.6233e-01 3.5442e-02 3.2865e-01 -2.1698e+00 1.0273e+01
157 7.7646e-05 6.9673e-05 3.1154e+00 9.8829e-01 3.6264e-01 1.3292e-03 1.5072e-01 -2.1906e+00 1.0280e+01
158 7.4421e-05 6.6578e-05 3.1157e+00 9.8750e-01 3.6213e-01 -2.5879e-02 1.2536e-01 -2.1889e+00 1.0288e+01
159 7.4820e-05 6.6343e-05 3.1155e+00 9.8740e-01 3.6181e-01 4.7480e-03 -4.8940e-01 -2.1799e+00 1.0296e+01
160 7.1093e-05 6.4209e-05 3.1159e+00 9.8755e-01 3.6210e-01 7.8908e-03 7.8233e-03 -2.1747e+00 1.0303e+01
161 7.0743e-05 6.3535e-05 3.1157e+00 9.8695e-01 3.6220e-01 2.0690e-02 -1.0287e-01 -2.2051e+00 1.0311e+01
162 7.2701e-05 6.5147e-05 3.1158e+00 9.8616e-01 3.6181e-01 -3.8944e-02 -3.6430e-02 -2.2026e+00 1.0318e+01
163 7.1992e-05 6.3024e-05 3.1159e+00 9.8707e-01 3.6245e-01 9.2966e-04 9.7306e-02 -2.1780e+00 1.0326e+01
164 7.4620e-05 6.3929e-05 3.1163e+00 9.8720e-01 3.6303e-01 3.0980e-02 1.4998e-01 -2.1752e+00 1.0333e+01
165 6.9421e-05 5.9755e-05 3.1163e+00 9.8761e-01 3.6308e-01 -1.6462e-02 -1.5618e-01 -2.1952e+00 1.0341e+01
166 7.2666e-05 6.2310e-05 3.1161e+00 9.8660e-01 3.6279e-01 -7.0641e-03 9.8240e-02 -2.1855e+00 1.0349e+01
167 7.1227e-05 6.0245e-05 3.1156e+00 9.8664e-01 3.6260e-01 -1.2056e-02 1.5145e-01 -2.1933e+00 1.0357e+01
168 7.0772e-05 6.0031e-05 3.1153e+00 9.8646e-01 3.6230e-01 1.4274e-03 -2.8189e-02 -2.1790e+00 1.0364e+01
169 7.4190e-05 6.3797e-05 3.1151e+00 9.8668e-01 3.6245e-01 2.9126e-02 -8.0410e-02 -2.1756e+00 1.0370e+01
170 7.7780e-05 6.6217e-05 3.1152e+00 9.8669e-01 3.6253e-01 8.5239e-03 -2.0017e-01 -2.1940e+00 1.0378e+01
171 7.4836e-05 6.3411e-05 3.1152e+00 9.8629e-01 3.6237e-01 -8.7394e-03 6.3755e-02 -2.1747e+00 1.0385e+01
172 7.3440e-05 6.2973e-05 3.1153e+00 9.8600e-01 3.6220e-01 1.2332e-02 -2.5631e-01 -2.2175e+00 1.0392e+01
173 7.7410e-05 6.5373e-05 3.1153e+00 9.8572e-01 3.6215e-01 -1.5328e-02 7.3386e-02 -2.1928e+00 1.0400e+01
174 7.5750e-05 6.4743e-05 3.1150e+00 9.8571e-01 3.6197e-01 -3.5022e-02 -4.4077e-01 -2.1645e+00 1.0407e+01
175 7.5628e-05 6.5322e-05 3.1156e+00 9.8506e-01 3.6156e-01 1.5998e-02 -5.0101e-02 -2.1717e+00 1.0415e+01
176 7.6017e-05 6.5039e-05 3.1150e+00 9.8575e-01 3.6197e-01 -6.7185e-03 -2.5505e-01 -2.1971e+00 1.0422e+01
177 7.6207e-05 6.4819e-05 3.1154e+00 9.8472e-01 3.6154e-01 2.8137e-02 -8.9777e-02 -2.1776e+00 1.0428e+01
178 7.7096e-05 6.5321e-05 3.1152e+00 9.8534e-01 3.6156e-01 -8.8594e-03 -1.4453e-01 -2.1778e+00 1.0435e+01
179 7.4256e-05 6.3647e-05 3.1157e+00 9.8619e-01 3.6252e-01 4.2465e-02 2.0625e-01 -2.1812e+00 1.0442e+01
180 8.0434e-05 6.8923e-05 3.1155e+00 9.8555e-01 3.6190e-01 -2.6795e-02 -2.3943e-01 -2.1892e+00 1.0450e+01
181 7.4274e-05 6.3578e-05 3.1156e+00 9.8642e-01 3.6222e-01 -3.7548e-02 -1.8980e-01 -2.1863e+00 1.0457e+01
182 7.8345e-05 6.5709e-05 3.1159e+00 9.8630e-01 3.6226e-01 1.2462e-02 -1.9517e-01 -2.1830e+00 1.0464e+01
